"assignment1","assignment2","assignment3","assignment4","assignment5","quiz1","quiz2","quiz3","quiz4","quiz5","exam","id","gender","parent.ed","race.eth","free.lunch"
23.0297718104999,39.6940848191416,39.4909692629616,19.2183375853326,28.1511652192354,10.8579977229334,9.72702729277886,7.92166404769967,8.32085809857461,3.26326250561039,25.2037943089466,1000,"b","high school","c",FALSE
89.5902389536856,95.9547475716062,93.6731470746452,92.2218351784396,73.2754249444995,15.5198747795801,15.5198747795801,16.7143742518475,15.4211538915239,16.6373446534452,65.9901317661573,1001,"b","college","g",FALSE
26.6737375945035,40.1257354422618,30.0001649507035,19.9988301617261,32.3926907839277,10.4583142484418,7.90405009802578,7.25432974235451,7.1807248201215,5.91906277811105,17.8995148600967,1002,"d","college","c",FALSE
88.3718250961785,80.9188839852708,70.0823916195841,82.3876763808595,91.2000976057796,16.8608357040873,16.8608357040873,16.8992277625588,17.9675084625465,17.6910540477405,90.8143242038532,1003,"b","primary school","i",FALSE
91.9255727962785,79.9636989806661,58.5704515316492,71.0389678014205,75.6436450010911,17.0858046213025,17.0858046213025,16.5144016952587,16.7325563804301,17.0747736879575,94.0376107012096,1004,"a","college","e",TRUE
86.165095486322,84.4065629533732,85.3053861009005,85.4087886253936,87.2629554018037,19.1731395477145,19.1731395477145,15.8761742916429,17.8816656942174,14.936965681461,64.1971713288568,1005,"a","high school","j",FALSE
91.0705787936881,80.7019735691319,85.996086547919,88.1532696391109,82.0000824194778,18.0455653463266,18.0455653463266,15.7965320472796,16.7243604872282,17.6314159780785,94.6913183580403,1006,"b","college","a",TRUE
91.9444978255322,69.7509634268525,89.2983261839629,80.6994943392821,75.7055332158365,16.0264346924968,16.0264346924968,17.0971133676374,17.5181550603118,17.1840603414773,96.4048607910625,1007,"b","high school","c",FALSE
23.1724174600502,25.4921455551837,29.7876725802051,27.4038981029311,13.4861208838112,10.6189780992108,10.7308798318169,7.98094559169773,8.08149490243994,5.29392731213737,15.0194639844653,1008,"b","post-graduate","c",TRUE
86.2484939526227,58.1154101691879,90.5109683374851,79.5463762372063,98.1919125290551,16.3507093588291,16.3507093588291,16.7543603399854,18.4283703432266,16.1595552376993,93.1054984313069,1009,"b","high school","c",FALSE
80.3648060795564,71.6952847934917,100,70.968449672103,84.5994068462627,14.575294129435,14.575294129435,18.0226880643425,17.9478276858169,17.139981582129,96.1666340013036,1010,"b","college","f",TRUE
87.9577245014095,70.3263418050973,77.6604472544985,84.6895471922096,69.3369255972355,15.6053875491851,15.6053875491851,17.2486348825288,17.5138359259409,15.9824461132571,95.0759461567377,1011,"a","primary school","e",TRUE
22.9974520412876,24.7850480103363,40.151827773357,19.5343166812946,33.4443837712106,10.3393413364773,9.56722266069221,6.96684332568898,7.89916710217382,7.05576568746479,25.8846356775373,1012,"a","primary school","i",FALSE
92.9955189231739,87.4276609636755,92.18955950946,94.126409811499,88.1062925513176,17.6130546095727,17.6130546095727,15.944981349304,16.1164262021441,16.1463988229846,70.3462709115814,1013,"c","primary school","d",FALSE
92.3592601542042,70.4927927221139,67.6032846889182,78.0648405045784,94.3866292980939,16.933048996166,16.933048996166,16.1994412606571,17.3669624662875,17.8195409252025,93.21504936986,1014,"b","post-graduate","d",FALSE
82.6838519068229,84.7501364027542,74.4577377302646,79.9258333720139,76.0723632558472,17.3785037198871,17.3785037198871,18.1562635490538,17.7923632091201,16.995502631822,94.2230227163522,1015,"c","post-graduate","h",FALSE
94.6490795620155,86.5207651118226,94.9746968728487,95.0054170246736,97.0531726511946,13.9640227766169,13.9640227766169,12.974930764474,16.9834320584187,15.2210435816501,75.9553449194077,1016,"a","post-graduate","f",FALSE
90.4635649754291,89.594504257414,88.5614797158643,90.1027025107132,80.2169138085375,14.3540948622864,14.3540948622864,12.8826172666666,15.5574547447509,16.5525427406481,80.7650304318833,1017,"b","college","d",FALSE
20.5745619274443,31.0771333971812,35.6417988279082,37.3764889284803,30.6315227145645,9.29026284330005,9.45884700594875,7.86371384453427,8.70424709447638,4.17679336559815,22.3881758184914,1018,"c","post-graduate","h",FALSE
91.4692050811607,72.672271798657,69.4015098967363,89.6450405762577,67.7636898336357,18.7297713595391,18.7297713595391,15.9664424731132,17.0330384306843,16.5752905789684,96.9662999947142,1019,"b","high school","f",FALSE
91.2093323392538,90.2362214633472,90.1983596280837,88.2276078522353,79.7349187860311,16.6868125508407,16.6868125508407,15.7100054325852,13.0629620345625,16.2071160776342,75.1701529186527,1020,"a","post-graduate","e",FALSE
86.1720695352832,93.2028043208454,96.2963207314667,94.8299616774288,87.2970689461201,14.3681159680695,14.3681159680695,17.0111888239181,16.7048983104123,16.781750018099,77.275971133599,1021,"b","college","a",FALSE
92.9625881513159,77.1467127264126,67.4701959591245,80.055398867532,77.6886267203385,17.1184967107618,17.1184967107618,14.9904272583602,16.0275058709874,18.801580184217,91.5199354453602,1022,"a","college","j",FALSE
24.8228537476996,42.8287307457649,26.1416014279297,11.4151210760515,17.0945595480079,11.8097063531763,9.81597625330959,7.66707849701697,9.98846815334909,4.6341487759836,21.0200322083559,1023,"b","high school","e",TRUE
91.124327655918,74.7552165808662,62.4504736904569,88.2130353791547,69.5468090605641,16.5818247931387,16.5818247931387,17.1684573450162,16.6714850850777,18.8435108081852,92.4050536893658,1024,"b","post-graduate","h",FALSE
85.7751702789338,88.2462378323545,88.1142517965717,92.2442285869796,76.9071950314718,16.0269501718242,16.0269501718242,16.8242940639045,17.4310341950305,16.641213476689,68.1211468041463,1025,"a","college","c",FALSE
28.9412076388839,23.652942831628,29.2021768863714,22.872556155812,15.5132995760436,10.9796034619462,9.94765556705814,8.33499845780017,7.31429086473204,5.41332386744681,18.76225500192,1026,"a","college","i",FALSE
86.2962846494748,76.9271181358007,72.6115581633126,80.8304546704909,77.866561817984,17.5531072169478,17.5531072169478,17.9477080887263,15.3745779131215,19.6723761401039,93.4184778061926,1027,"b","post-graduate","h",FALSE
79.965516483896,84.3792234350699,85.2854115214658,85.2277652466438,68.67240872585,17.3769664905391,17.3769664905391,18.1216006210684,16.7879456977796,16.2828967565216,93.48401657269,1028,"b","high school","h",FALSE
22.542852125907,47.243348708645,32.1682455115081,36.3628740073582,13.3864108604419,11.5766455532121,10.2016106777864,8.18531901691612,11.1705366958428,4.76032960049133,28.2594481881975,1029,"a","college","j",FALSE
83.3929658211923,75.5875988079645,73.2570755989367,71.8437899763843,78.6228574212326,16.3747670634446,16.3747670634446,17.9598166828358,17.7994448399995,17.2900834944902,93.0915104007435,1030,"b","primary school","e",FALSE
91.3504325458655,94.2961060092658,59.9299168142665,80.9114653438101,72.4031708675563,16.8086245366613,16.8086245366613,16.8359865883554,15.6924038558485,16.9832915393161,97.6591115110847,1031,"a","post-graduate","e",FALSE
83.9028260371585,82.9575680465294,74.380797914091,81.375084577714,71.6522356710703,16.0241995218168,16.0241995218168,16.1733038879498,16.5029017064571,17.1392626158452,96.1326031463397,1032,"b","primary school","f",TRUE
95.3515595845622,71.5828679128402,79.775336733487,86.6658490885663,89.9352568196125,18.2162039592905,18.2162039592905,16.344841683961,16.7479999833598,18.3547414889943,96.7680691357268,1033,"b","post-graduate","i",FALSE
88.8906910426353,67.5004651031934,65.1843245651597,69.5927711436325,71.0756087822878,17.9493276076072,17.9493276076072,17.0242138107276,18.2822233190521,16.8058912750537,93.5372292643413,1034,"a","college","a",TRUE
86.6212608702416,68.669612657793,83.8320523290003,78.8229627156646,82.9787588160077,17.8979722667751,17.8979722667751,15.7374879787435,18.4911019105853,16.0434168256675,93.1983726433818,1035,"b","college","b",FALSE
88.8594535259902,85.5457132639459,86.047389198149,87.5602087524628,92.3637383614027,14.1937607787171,14.1937607787171,15.3670824635025,13.6044707238755,13.2499578171026,71.6015552032785,1036,"b","high school","j",FALSE
21.2862946511221,38.6292580985371,31.6894206642286,37.422678724459,34.1590149649221,13.0667838049567,11.7318368369516,7.97171026838266,8.57429269362871,5.29097670184262,27.4211235708689,1037,"b","post-graduate","a",FALSE
23.7045817904167,31.1244246413177,31.4739493073946,29.8429607680496,43.9677140879709,8.96484316580119,8.81856733577912,7.63823888849131,8.29620805194701,5.68462737640551,21.5553019547681,1038,"a","high school","c",FALSE
93.2912598880961,91.3265213417721,91.8955362695961,87.2124254788589,90.3759522206664,18.5649416354104,18.5649416354104,14.2212852828167,14.0354255053213,13.9122303727177,59.2752382758463,1039,"a","high school","a",FALSE
86.6341435713069,76.4286180938482,75.963471900948,83.3990838004523,81.3694823942291,14.7259060104674,14.7259060104674,16.4305827959789,17.8301247464615,17.3470916691602,94.0467284124616,1040,"a","college","h",FALSE
88.0088915603289,91.6120872583441,85.8991080754447,94.1087206999608,91.64616001425,15.188029159487,15.188029159487,16.5324156516748,15.0080886966754,15.929653043224,63.8661206977105,1041,"b","primary school","a",FALSE
82.755797885344,88.0358977654361,95.1994430894656,89.4512767905177,64.1285113265259,17.2138832243962,17.2138832243962,17.0674208598817,15.0455231003178,15.0521372415902,96.2867378129299,1042,"b","post-graduate","c",FALSE
23.2893958044935,34.2625350459187,27.6944533421587,23.6617133109319,38.5005595890373,10.3169448915601,10.2041699113875,6.0201859141822,9.14403644780249,5.02095071920072,34.608486111727,1043,"a","high school","h",FALSE
89.5382120856053,93.0677436651541,94.1258303560137,84.0970384687992,80.0448669022196,18.0509101366618,18.0509101366618,16.4391061226691,14.9247681593904,11.6584935721148,66.608565059977,1044,"b","college","f",FALSE
18.7832647820053,34.7482100836639,21.2319101152481,36.6733666331142,36.8349572043423,8.50966300867921,9.24790758422122,8.15264487551723,8.63675236596023,5.32333370399365,25.5971125003998,1045,"b","high school","b",FALSE
91.3169975524166,66.393394188208,94.7091958841282,78.122967142355,77.0391769630646,17.1644314223947,17.1644314223947,17.4418787316428,15.6856665366504,16.3968874991475,90.690464282065,1046,"a","primary school","f",FALSE
80.5272467577176,70.471801421606,80.3253430273534,87.8408562664906,92.3999445342706,18.1196860167124,18.1196860167124,16.2432382621048,17.2042653054573,16.5742224903607,97.9722716966861,1047,"b","college","i",FALSE
98.3334242094559,89.4364313638167,85.3386329643342,85.0686346590327,75.2454711336203,15.5670997477056,15.5670997477056,14.0152470644637,17.0931305976223,16.387408262883,77.8683144502964,1048,"a","primary school","d",FALSE
88.4925867304111,83.839367592654,66.4026807041576,74.1118182398687,66.9536338375996,16.434116684365,16.434116684365,19.0549156619489,17.1733513060549,17.5712156755107,98.5333749964521,1049,"b","primary school","e",FALSE
29.6504280781591,25.4013686991567,29.4915596729996,14.9933038838428,9.3053096811816,9.49898209963199,11.4870516617246,6.79004249728288,8.25179815924207,4.04022591351776,15.8397892624974,1050,"b","high school","c",FALSE
34.5877909901579,47.4830042847086,33.2612606019659,37.424964584711,19.6931430710242,10.8969766230964,8.88289510003014,7.73710787315789,7.9376250444843,4.23151149691008,22.6033574624763,1051,"b","post-graduate","d",FALSE
82.5906430042472,70.2541433848769,86.4631539088384,85.5654483601725,53.3180359108072,16.3279678184689,16.3279678184689,16.1640448863408,16.9254034859757,18.0334392099479,94.8853357958094,1052,"a","post-graduate","i",TRUE
20.1640964800345,37.8874455558387,25.2137453922442,12.1630941512386,22.1816459507219,9.66716967041574,11.1779261517419,7.56162890030428,9.49125822229622,4.39611284638212,15.7316854731564,1053,"b","primary school","b",FALSE
24.5383442552996,49.3805976330558,37.3571025993489,23.8967686750611,24.9320598544345,12.708127382078,9.08915301284362,7.7186669561518,9.23575271457115,3.31128411232713,23.7254209486194,1054,"b","post-graduate","c",FALSE
87.2475569401413,86.0345887577212,64.4632596499079,84.8113072024026,87.2474581137088,15.8753107675386,15.8753107675386,15.5856972935219,17.4179414070543,17.8478706157059,94.4497707022213,1055,"b","high school","h",FALSE
80.5905301815926,69.5647972128173,97.0836540840107,77.2263871598041,73.7151888690456,17.5767810193034,17.5767810193034,15.6045611373653,16.4009251228528,15.88071087241,92.59771130835,1056,"b","college","e",TRUE
83.7548434788514,85.4396145573899,79.3365536553016,83.3884802507261,72.0534615393294,18.4588001295522,18.4588001295522,17.084672262731,18.2559066447502,16.8815689436455,95.2236163001553,1057,"b","primary school","c",FALSE
88.7476772132538,70.442868397761,74.7579737187872,77.9867053134563,84.1065860768539,17.1743239208859,17.1743239208859,18.1134459079585,17.8542366132809,16.7114971853559,94.4844023937898,1058,"a","high school","a",FALSE
24.5788946995377,52.0289888057219,21.0887200268207,40.2063464402355,11.4406980819939,10.3065639646311,10.7967574224401,9.3474889464707,8.10479803656283,5.69873465515878,30.0029097475513,1059,"b","high school","f",TRUE
90.6573225473493,94.3389274771742,91.0907613787296,95.5168551158075,72.7906970507584,17.5095521554532,17.5095521554532,13.174314206625,17.5393377456146,13.8247926960961,71.1938259874359,1060,"b","high school","d",FALSE
92.6669242951418,91.1108403880021,88.3899480338099,92.4548415064796,85.474530030232,13.4281343128482,13.4281343128482,19.2972993803633,13.8539616183081,14.4417831725787,77.8458586366147,1061,"b","college","g",FALSE
20.4214598504508,22.8039859733629,24.7186159127127,44.8970921249159,28.8837553127109,11.8378392092427,10.6943192277667,8.08613611825362,10.1388932136961,6.01024647378181,31.027529141597,1062,"a","post-graduate","f",FALSE
16.2114009867754,41.0944395680502,29.4210025991281,25.3076806896657,30.1466687623751,10.1377092555406,7.46141977480635,6.6222979346277,9.04365200131235,3.84045191561549,27.7543460554052,1063,"a","primary school","e",FALSE
81.1019323633515,66.9089720039807,84.4208607400409,80.1033911353705,84.1511641470743,15.6723467611766,15.6723467611766,17.3133166826029,17.1309443427865,17.5422457467349,95.6329701830648,1064,"b","primary school","f",FALSE
88.7100604223396,84.626742409484,58.8481004724313,79.6225488601381,88.5014055844451,15.878142925405,15.878142925405,14.5788568809852,17.1973947594073,17.0878821204169,94.8421387532404,1065,"b","college","b",FALSE
88.630805865775,90.3042333844215,86.1466516597745,89.6706073512487,84.3756685437889,16.6299136365919,16.6299136365919,16.3120734652635,14.0911136023393,15.9537238556132,57.7036917021454,1066,"b","post-graduate","i",TRUE
95.8349401019425,90.673343824238,91.6546920925799,81.5472931968686,85.5246124073985,18.435479324628,18.435479324628,20,14.9236491617939,10.9800838954755,70.3402167858885,1067,"a","post-graduate","c",TRUE
23.0928114069328,33.7644599975541,40.5371810126712,35.3798648891103,20.7569263824502,11.1132823803819,9.57414814320657,9.30227441143339,8.09684935041522,4.99894989475026,20.4273060835951,1068,"a","high school","c",FALSE
